distName,Parameter,Value
LALXN33162/SMOD-1,severity,3
LALXN33162/SMOD-1,startDelay,0
LALXN33162/SMOD-1,cancelDelay,0
LALXN33162/SMOD-1,descr,Battery H.T
LALXN33162/SMOD-1,id,4
LALXN33162/SMOD-1,inUse,1
LALXN33162/SMOD-1,polarity,1
LALXN33162/SMOD-1,severity,1
LALXN33162/SMOD-1,startDelay,0
LALXN33162/SMOD-1,cancelDelay,0
LALXN33162/SMOD-1,descr,Rectfier major alarm
LALXN33162/SMOD-1,id,3
LALXN33162/SMOD-1,inUse,1
LALXN33162/SMOD-1,polarity,1
LALXN33162/SMOD-1,severity,1
LALXN33162/SMOD-1,startDelay,0
LALXN33162/SMOD-1,cancelDelay,0
LALXN33162/SMOD-1,descr,Battery cabinet door
LALXN33162/SMOD-1,id,5
LALXN33162/SMOD-1,inUse,1
LALXN33162/SMOD-1,polarity,1
LALXN33162/SMOD-1,severity,1
LALXN33162/SMOD-1,startDelay,0
LALXN33162/SMOD-1,cancelDelay,0
LALXN33162/SMOD-1,descr,Rectfier failure
LALXN33162/SMOD-1,id,2
LALXN33162/SMOD-1,inUse,1
LALXN33162/SMOD-1,polarity,1
LALXN33162/SMOD-1,severity,2
LALXN33162/SMOD-1,startDelay,0
LALXN33162/SMOD-1,cancelDelay,0
LALXN33162/SMOD-1,descr,fan alarm
LALXN33162/SMOD-1,id,6
LALXN33162/SMOD-1,inUse,1
LALXN33162/SMOD-1,polarity,1
LALXN33162/SMOD-1,severity,2
LALXN33162/SMOD-1,startDelay,0
LALXN33162/SMOD-1,moduleLocation,ALEX
LALXN33162/SMOD-1,ownedByThisBts,1
LALXN33162/SMOD-1,prodCode,472181A
LALXN33162/SMOD-1,prodCodePlanned,472181A
LALXN33162/SMOD-1,productName,Flexi System Module Outdoor FSMF
LALXN33162/SMOD-1,serNum,AS181816017
LALXN33162/SMOD-1,syncMaster,1
LALXN33162/SMOD-1,technology,2
LALXN33162/RMOD-1,$modifier,CMDACC
LALXN33162/RMOD-1,$state,operational
LALXN33162/RMOD-1,climateControlProfiling,0
LALXN33162/RMOD-1,linkId,1
LALXN33162/RMOD-1,positionInChain,1
LALXN33162/RMOD-1,sModId,1
LALXN33162/RMOD-1,linkSpeed,10
LALXN33162/RMOD-1,prodCode,472924A
LALXN33162/RMOD-1,prodCodePlanned,472924A.203
LALXN33162/RMOD-1,productName,FXED
LALXN33162/RMOD-1,retPort3gppEnabled,1
LALXN33162/RMOD-1,retPortDcVoltageEnabled,1
LALXN33162/RMOD-1,serNum,F7174328164
LALXN33162/RMOD-2,$modifier,CMDACC
LALXN33162/RMOD-2,$state,operational
LALXN33162/RMOD-2,climateControlProfiling,0
LALXN33162/RMOD-2,linkId,2
LALXN33162/RMOD-2,positionInChain,1
LALXN33162/RMOD-2,sModId,1
LALXN33162/RMOD-2,linkSpeed,10
LALXN33162/RMOD-2,prodCode,472703A
LALXN33162/RMOD-2,prodCodePlanned,472703A.203
LALXN33162/RMOD-2,productName,FRPA
LALXN33162/RMOD-2,retPort3gppEnabled,1
LALXN33162/RMOD-2,retPortDcVoltageEnabled,1
LALXN33162/RMOD-2,serNum,EA182014145
LALXN33162/RET-1,$modifier,CMDACC
LALXN33162/RET-1,$state,operational
LALXN33162/RET-1,angle,25
LALXN33162/RET-1,antBeamwidth,64
LALXN33162/RET-1,antFreqBand,1
LALXN33162/RET-1,antOperGain,170
LALXN33162/RET-1,antBeamwidth,64
LALXN33162/RET-1,antFreqBand,2
LALXN33162/RET-1,antOperGain,173
LALXN33162/RET-1,antBeamwidth,60
LALXN33162/RET-1,antFreqBand,3
LALXN33162/RET-1,antOperGain,176
LALXN33162/RET-1,antBeamwidth,56
LALXN33162/RET-1,antFreqBand,7
LALXN33162/RET-1,antOperGain,171
LALXN33162/RET-1,antBearing,0
LALXN33162/RET-1,antModel,80010992_Y3
LALXN33162/RET-1,antSerial,I0K3928275
LALXN33162/RET-1,calibrate,0
LALXN33162/RET-1,configFileDlNeeded,0
LALXN33162/RET-1,connection,2
LALXN33162/RET-1,hwVersion,HW_V_A00
LALXN33162/RET-1,manufacturer,KA
LALXN33162/RET-1,maxAngle,120
LALXN33162/RET-1,mechanicalAngle,0
LALXN33162/RET-1,minAngle,25
LALXN33162/RET-1,prodCode,86010153V01
LALXN33162/RET-1,retAntUnitNumber,1
LALXN33162/RET-1,retDeviceType,0
LALXN33162/RET-1,scannedAntennaInterface,-2001
LALXN33162/RET-1,serNum,C6K0422255-Y3
LALXN33162/RET-1,swVersion,FW_V02.02.00
LALXN33162/RET-10,$modifier,CMDACC
LALXN33162/RET-10,$state,operational
LALXN33162/RET-10,angle,50
LALXN33162/RET-10,antBeamwidth,66
LALXN33162/RET-10,antFreqBand,5
LALXN33162/RET-10,antOperGain,157
LALXN33162/RET-10,antBeamwidth,65
LALXN33162/RET-10,antFreqBand,8
LALXN33162/RET-10,antOperGain,161
LALXN33162/RET-10,antBeamwidth,65
LALXN33162/RET-10,antFreqBand,12
LALXN33162/RET-10,antOperGain,163
LALXN33162/RET-10,antBeamwidth,64
LALXN33162/RET-10,antFreqBand,20
LALXN33162/RET-10,antOperGain,164
LALXN33162/RET-10,antBearing,0
LALXN33162/RET-10,antModel,80010992_R1
LALXN33162/RET-10,antSerial,I0K3928319
LALXN33162/RET-10,calibrate,0
LALXN33162/RET-10,configFileDlNeeded,0
LALXN33162/RET-10,connection,0
LALXN33162/RET-10,hwVersion,HW_V_A00
LALXN33162/RET-10,manufacturer,KA
LALXN33162/RET-10,maxAngle,100
LALXN33162/RET-10,mechanicalAngle,0
LALXN33162/RET-10,minAngle,10
LALXN33162/RET-10,prodCode,86010153V01
LALXN33162/RET-10,retAntUnitNumber,1
LALXN33162/RET-10,retDeviceType,0
LALXN33162/RET-10,scannedAntennaInterface,-2001
LALXN33162/RET-10,serNum,E4K3162264-R1
LALXN33162/RET-10,swVersion,FW_V02.02.00
LALXN33162/RET-11,$modifier,CMDACC
LALXN33162/RET-11,$state,operational
LALXN33162/RET-11,angle,120
LALXN33162/RET-11,antBeamwidth,63
LALXN33162/RET-11,antFreqBand,1
LALXN33162/RET-11,antOperGain,170
LALXN33162/RET-11,antBeamwidth,63
LALXN33162/RET-11,antFreqBand,2
LALXN33162/RET-11,antOperGain,173
LALXN33162/RET-11,antBeamwidth,60
LALXN33162/RET-11,antFreqBand,3
LALXN33162/RET-11,antOperGain,175
LALXN33162/RET-11,antBeamwidth,60
LALXN33162/RET-11,antFreqBand,7
LALXN33162/RET-11,antOperGain,170
LALXN33162/RET-11,antBearing,0
LALXN33162/RET-11,antModel,80010992_Y1
LALXN33162/RET-11,antSerial,I0K3928326
LALXN33162/RET-11,calibrate,0
LALXN33162/RET-11,configFileDlNeeded,0
LALXN33162/RET-11,connection,2
LALXN33162/RET-11,hwVersion,HW_V_A00
LALXN33162/RET-11,manufacturer,KA
LALXN33162/RET-11,maxAngle,120
LALXN33162/RET-11,mechanicalAngle,0
LALXN33162/RET-11,minAngle,25
LALXN33162/RET-11,prodCode,86010153V01
LALXN33162/RET-11,retAntUnitNumber,1
LALXN33162/RET-11,retDeviceType,0
LALXN33162/RET-11,scannedAntennaInterface,-2001
LALXN33162/RET-11,serNum,E4K3162261-Y1
LALXN33162/RET-11,swVersion,FW_V02.02.00
LALXN33162/RET-12,$modifier,CMDACC
LALXN33162/RET-12,$state,operational
LALXN33162/RET-12,angle,120
LALXN33162/RET-12,antBeamwidth,63
LALXN33162/RET-12,antFreqBand,1
LALXN33162/RET-12,antOperGain,170
LALXN33162/RET-12,antBeamwidth,63
LALXN33162/RET-12,antFreqBand,2
LALXN33162/RET-12,antOperGain,173
LALXN33162/RET-12,antBeamwidth,60
LALXN33162/RET-12,antFreqBand,3
LALXN33162/RET-12,antOperGain,175
LALXN33162/RET-12,antBeamwidth,60
LALXN33162/RET-12,antFreqBand,7
LALXN33162/RET-12,antOperGain,170
LALXN33162/RET-12,antBearing,0
LALXN33162/RET-12,antModel,80010992_Y1
LALXN33162/RET-12,antSerial,I0K3928319
LALXN33162/RET-12,calibrate,0
LALXN33162/RET-12,configFileDlNeeded,0
LALXN33162/RET-12,connection,2
LALXN33162/RET-12,hwVersion,HW_V_A00
LALXN33162/RET-12,manufacturer,KA
LALXN33162/RET-12,maxAngle,120
LALXN33162/RET-12,mechanicalAngle,0
LALXN33162/RET-12,minAngle,25
LALXN33162/RET-12,prodCode,86010153V01
LALXN33162/RET-12,retAntUnitNumber,1
LALXN33162/RET-12,retDeviceType,0
LALXN33162/RET-12,scannedAntennaInterface,-2001
LALXN33162/RET-12,serNum,E4K3162264-Y1
LALXN33162/RET-12,swVersion,FW_V02.02.00
LALXN33162/RET-13,$modifier,CMDACC
LALXN33162/RET-13,$state,operational
LALXN33162/RET-13,angle,100
LALXN33162/RET-13,antBeamwidth,67
LALXN33162/RET-13,antFreqBand,5
LALXN33162/RET-13,antOperGain,155
LALXN33162/RET-13,antBeamwidth,65
LALXN33162/RET-13,antFreqBand,8
LALXN33162/RET-13,antOperGain,160
LALXN33162/RET-13,antBeamwidth,64
LALXN33162/RET-13,antFreqBand,12
LALXN33162/RET-13,antOperGain,163
LALXN33162/RET-13,antBeamwidth,63
LALXN33162/RET-13,antFreqBand,20
LALXN33162/RET-13,antOperGain,165
LALXN33162/RET-13,antBearing,0
LALXN33162/RET-13,antModel,80010992_R2
LALXN33162/RET-13,antSerial,I0K3928275
LALXN33162/RET-13,calibrate,0
LALXN33162/RET-13,configFileDlNeeded,0
LALXN33162/RET-13,connection,2
LALXN33162/RET-13,hwVersion,HW_V_A00
LALXN33162/RET-13,manufacturer,KA
LALXN33162/RET-13,maxAngle,100
LALXN33162/RET-13,mechanicalAngle,0
LALXN33162/RET-13,minAngle,10
LALXN33162/RET-13,prodCode,86010153V01
LALXN33162/RET-13,retAntUnitNumber,1
LALXN33162/RET-13,retDeviceType,0
LALXN33162/RET-13,scannedAntennaInterface,-2001
LALXN33162/RET-13,serNum,C6K0422255-R2
LALXN33162/RET-13,swVersion,FW_V02.02.00
LALXN33162/RET-14,$modifier,CMDACC
LALXN33162/RET-14,$state,operational
LALXN33162/RET-14,angle,100
LALXN33162/RET-14,antBeamwidth,67
LALXN33162/RET-14,antFreqBand,5
LALXN33162/RET-14,antOperGain,155
LALXN33162/RET-14,antBeamwidth,65
LALXN33162/RET-14,antFreqBand,8
LALXN33162/RET-14,antOperGain,160
LALXN33162/RET-14,antBeamwidth,64
LALXN33162/RET-14,antFreqBand,12
LALXN33162/RET-14,antOperGain,163
LALXN33162/RET-14,antBeamwidth,63
LALXN33162/RET-14,antFreqBand,20
LALXN33162/RET-14,antOperGain,165
LALXN33162/RET-14,antBearing,0
LALXN33162/RET-14,antModel,80010992_R2
LALXN33162/RET-14,antSerial,I0K3928326
LALXN33162/RET-14,calibrate,0
LALXN33162/RET-14,configFileDlNeeded,0
LALXN33162/RET-14,connection,2
LALXN33162/RET-14,hwVersion,HW_V_A00
LALXN33162/RET-14,manufacturer,KA
LALXN33162/RET-14,maxAngle,100
LALXN33162/RET-14,mechanicalAngle,0
LALXN33162/RET-14,minAngle,10
LALXN33162/RET-14,prodCode,86010153V01
LALXN33162/RET-14,retAntUnitNumber,1
LALXN33162/RET-14,retDeviceType,0
LALXN33162/RET-14,scannedAntennaInterface,-2001
LALXN33162/RET-14,serNum,E4K3162261-R2
LALXN33162/RET-14,swVersion,FW_V02.02.00
LALXN33162/RET-15,$modifier,CMDACC
LALXN33162/RET-15,$state,operational
LALXN33162/RET-15,angle,100
LALXN33162/RET-15,antBeamwidth,67
LALXN33162/RET-15,antFreqBand,5
LALXN33162/RET-15,antOperGain,155
LALXN33162/RET-15,antBeamwidth,65
LALXN33162/RET-15,antFreqBand,8
LALXN33162/RET-15,antOperGain,160
LALXN33162/RET-15,antBeamwidth,64
LALXN33162/RET-15,antFreqBand,12
LALXN33162/RET-15,antOperGain,163
LALXN33162/RET-15,antBeamwidth,63
LALXN33162/RET-15,antFreqBand,20
LALXN33162/RET-15,antOperGain,165
LALXN33162/RET-15,antBearing,0
LALXN33162/RET-15,antModel,80010992_R2
LALXN33162/RET-15,antSerial,I0K3928319
LALXN33162/RET-15,calibrate,0
LALXN33162/RET-15,configFileDlNeeded,0
LALXN33162/RET-15,connection,2
LALXN33162/RET-15,hwVersion,HW_V_A00
LALXN33162/RET-15,manufacturer,KA
LALXN33162/RET-15,maxAngle,100
LALXN33162/RET-15,mechanicalAngle,0
LALXN33162/RET-15,minAngle,10
LALXN33162/RET-15,prodCode,86010153V01
LALXN33162/RET-15,retAntUnitNumber,1
LALXN33162/RET-15,retDeviceType,0
LALXN33162/RET-15,scannedAntennaInterface,-2001
LALXN33162/RET-15,serNum,E4K3162264-R2
LALXN33162/RET-15,swVersion,FW_V02.02.00
LALXN33162/RET-16,$modifier,CMDACC
LALXN33162/RET-16,$state,operational
LALXN33162/RET-16,angle,25
LALXN33162/RET-16,antBeamwidth,65
LALXN33162/RET-16,antFreqBand,1
LALXN33162/RET-16,antOperGain,170
LALXN33162/RET-16,antBeamwidth,61
LALXN33162/RET-16,antFreqBand,2
LALXN33162/RET-16,antOperGain,174
LALXN33162/RET-16,antBeamwidth,60
LALXN33162/RET-16,antFreqBand,3
LALXN33162/RET-16,antOperGain,175
LALXN33162/RET-16,antBeamwidth,57
LALXN33162/RET-16,antFreqBand,7
LALXN33162/RET-16,antOperGain,171
LALXN33162/RET-16,antBearing,0
LALXN33162/RET-16,antModel,80010992_Y4
LALXN33162/RET-16,antSerial,I0K3928275
LALXN33162/RET-16,calibrate,0
LALXN33162/RET-16,configFileDlNeeded,0
LALXN33162/RET-16,connection,2
LALXN33162/RET-16,hwVersion,HW_V_A00
LALXN33162/RET-16,manufacturer,KA
LALXN33162/RET-16,maxAngle,120
LALXN33162/RET-16,mechanicalAngle,0
LALXN33162/RET-16,minAngle,25
LALXN33162/RET-16,prodCode,86010153V01
LALXN33162/RET-16,retAntUnitNumber,1
LALXN33162/RET-16,retDeviceType,0
LALXN33162/RET-16,scannedAntennaInterface,-2001
LALXN33162/RET-16,serNum,C6K0422255-Y4
LALXN33162/RET-16,swVersion,FW_V02.02.00
LALXN33162/RET-17,$modifier,CMDACC
LALXN33162/RET-17,$state,operational
LALXN33162/RET-17,angle,120
LALXN33162/RET-17,antBeamwidth,65
LALXN33162/RET-17,antFreqBand,1
LALXN33162/RET-17,antOperGain,170
LALXN33162/RET-17,antBeamwidth,61
LALXN33162/RET-17,antFreqBand,2
LALXN33162/RET-17,antOperGain,174
LALXN33162/RET-17,antBeamwidth,60
LALXN33162/RET-17,antFreqBand,3
LALXN33162/RET-17,antOperGain,175
LALXN33162/RET-17,antBeamwidth,57
LALXN33162/RET-17,antFreqBand,7
LALXN33162/RET-17,antOperGain,171
LALXN33162/RET-17,antBearing,0
LALXN33162/RET-17,antModel,80010992_Y4
LALXN33162/RET-17,antSerial,I0K3928326
LALXN33162/RET-17,calibrate,0
LALXN33162/RET-17,configFileDlNeeded,0
LALXN33162/RET-17,connection,2
LALXN33162/RET-17,hwVersion,HW_V_A00
LALXN33162/RET-17,manufacturer,KA
LALXN33162/RET-17,maxAngle,120
LALXN33162/RET-17,mechanicalAngle,0
LALXN33162/RET-17,minAngle,25
LALXN33162/RET-17,prodCode,86010153V01
LALXN33162/RET-17,retAntUnitNumber,1
LALXN33162/RET-17,retDeviceType,0
LALXN33162/RET-17,scannedAntennaInterface,-2001
LALXN33162/RET-17,serNum,E4K3162261-Y4
LALXN33162/RET-17,swVersion,FW_V02.02.00
LALXN33162/RET-18,$modifier,CMDACC
LALXN33162/RET-18,$state,operational
LALXN33162/RET-18,angle,120
LALXN33162/RET-18,antBeamwidth,65
LALXN33162/RET-18,antFreqBand,1
LALXN33162/RET-18,antOperGain,170
LALXN33162/RET-18,antBeamwidth,61
LALXN33162/RET-18,antFreqBand,2
LALXN33162/RET-18,antOperGain,174
LALXN33162/RET-18,antBeamwidth,60
LALXN33162/RET-18,antFreqBand,3
LALXN33162/RET-18,antOperGain,175
LALXN33162/RET-18,antBeamwidth,57
LALXN33162/RET-18,antFreqBand,7
LALXN33162/RET-18,antOperGain,171
LALXN33162/RET-18,antBearing,0
LALXN33162/RET-18,antModel,80010992_Y4
LALXN33162/RET-18,antSerial,I0K3928319
LALXN33162/RET-18,calibrate,0
LALXN33162/RET-18,configFileDlNeeded,0
LALXN33162/RET-18,connection,2
LALXN33162/RET-18,hwVersion,HW_V_A00
LALXN33162/RET-18,manufacturer,KA
LALXN33162/RET-18,maxAngle,120
LALXN33162/RET-18,mechanicalAngle,0
LALXN33162/RET-18,minAngle,25
LALXN33162/RET-18,prodCode,86010153V01
LALXN33162/RET-18,retAntUnitNumber,1
LALXN33162/RET-18,retDeviceType,0
LALXN33162/RET-18,scannedAntennaInterface,-2001
LALXN33162/RET-18,serNum,E4K3162264-Y4
LALXN33162/RET-18,swVersion,FW_V02.02.00
LALXN33162/RET-2,$modifier,CMDACC
LALXN33162/RET-2,$state,operational
LALXN33162/RET-2,angle,50
LALXN33162/RET-2,antBeamwidth,64
LALXN33162/RET-2,antFreqBand,1
LALXN33162/RET-2,antOperGain,169
LALXN33162/RET-2,antBeamwidth,62
LALXN33162/RET-2,antFreqBand,2
LALXN33162/RET-2,antOperGain,173
LALXN33162/RET-2,antBeamwidth,60
LALXN33162/RET-2,antFreqBand,3
LALXN33162/RET-2,antOperGain,175
LALXN33162/RET-2,antBeamwidth,58
LALXN33162/RET-2,antFreqBand,7
